64;33;1;2;3;1;7
4;34;1;4;5;1;7
281;40;2;3;5;1;7
194;15;1;3;5;2;7
242;18;1;2;5;2;7
12;25;1;5;5;2;2
220;4;1;3;5;3;7
182;15;1;1;5;3;7
251;16;0;2;5;3;9
104;41;1;1;5;3;7
235;13;4;2;3;4;7
299;18;4;2;5;4;7
67;26;4;2;3;4;7
237;27;3;2;3;4;9
248;1;2;1;5;5;7
269;15;4;1;5;5;10
100;21;4;1;5;5;6
99;41;5;2;3;5;7
280;42;4;2;3;5;12
105;14;4;2;3;0;7
153;27;2;1;5;0;7
140;14;4;1;5;1;7
283;41;4;2;3;1;1
167;5;4;2;3;2;1
151;28;4;4;5;2;7
57;4;0;1;5;3;7
16;11;4;1;5;3;7
247;15;4;0;5;3;6
253;16;4;2;3;3;7
174;18;4;3;5;3;7
229;27;2;2;3;3;7
283;40;2;3;5;3;2
87;1;3;2;5;4;7
10;11;4;2;3;4;10
8;26;4;2;3;4;6
32;33;4;1;5;4;7
109;37;4;4;5;4;12
32;40;4;2;3;4;7
79;10;4;2;3;5;7
144;29;4;0;5;5;7
297;36;4;2;5;5;1
87;13;3;2;3;0;1
151;32;4;1;5;0;7
2;40;4;2;5;0;7
214;3;2;1;5;1;7
275;16;3;2;3;1;3
38;25;1;1;5;1;7
234;43;3;2;3;1;7
253;15;1;2;3;2;7
289;27;1;2;3;2;7
118;42;1;2;3;2;7
233;14;3;2;3;3;2
258;29;5;2;3;3;10
156;33;1;4;5;3;7
290;41;1;2;3;3;3
34;19;1;2;3;4;7
183;21;2;1;5;4;7
185;33;1;2;3;4;2
252;34;1;2;3;4;7
116;42;3;2;3;4;7
210;18;2;1;5;5;7
206;21;2;1;5;5;7
85;24;0;2;3;5;7
109;14;2;2;3;0;7
102;30;2;0;5;0;7
135;1;2;1;5;1;7
191;28;2;2;3;1;7
227;31;2;2;3;1;7
226;3;2;2;3;2;7
16;12;2;4;5;2;7
186;15;4;2;3;2;7
258;28;2;3;5;2;7
39;37;2;1;5;2;7
14;43;3;2;3;2;7
112;24;3;2;3;3;7
238;26;5;3;5;3;1
260;34;3;2;3;3;7
17;3;2;4;5;4;7
220;9;3;2;5;4;7
268;22;5;1;5;4;7
195;27;2;2;3;4;7
102;31;5;1;5;4;4
183;31;3;2;5;4;7
31;33;3;3;5;4;7
283;34;3;2;5;4;7
62;35;3;2;5;4;9
29;36;3;2;3;4;7
152;14;0;1;5;5;5
178;18;0;2;5;5;7
67;25;0;0;5;5;7
20;43;0;1;5;5;2
219;5;0;0;5;0;5
24;30;4;3;5;0;7
298;36;3;1;5;0;7
113;42;0;1;5;0;7
9;3;0;4;5;1;4
10;3;0;2;3;1;7
144;21;3;2;3;1;9
124;24;0;4;5;1;7
268;29;0;1;5;1;7
55;34;0;4;5;1;7
66;34;2;2;3;1;10
98;1;3;0;5;2;7
154;3;1;3;5;2;7
160;5;3;3;5;2;7
188;8;5;2;3;2;7
51;11;1;1;5;2;7
91;13;1;2;3;2;2
194;14;1;2;3;2;7
30;20;1;1;5;2;6
29;37;1;2;3;2;7
117;42;1;2;5;2;6
237;26;3;3;5;3;7
290;40;1;2;5;3;7
96;42;2;2;3;3;1
217;43;2;4;5;3;7
235;2;2;2;3;4;7
6;3;2;2;3;4;7
11;16;2;2;3;4;7
121;25;2;4;5;4;9
52;33;2;2;3;4;7
236;42;2;4;5;4;7
76;5;2;1;5;5;3
81;31;2;2;3;5;7
35;37;1;2;3;5;7
183;28;2;2;3;0;1
74;41;2;2;3;0;7
191;20;5;4;5;1;7
18;43;2;3;5;1;5
191;31;3;2;3;2;7
97;42;3;1;5;2;7
139;25;3;1;5;3;7
2;34;2;2;3;3;7
46;35;5;2;3;3;7
35;16;3;2;5;4;7
271;17;3;2;3;4;2
81;21;1;2;3;4;7
237;24;2;3;5;4;9
86;1;2;2;5;5;7
